样本,区域,年度终端碳强度,扩展生产责任P+_kt,消费责任全口径C+_kt
17,A4,0.6230063420737674,13080.562119418355,7725.499055284443
17,A5,0.15077095830041207,533.6342469792935,808.9357304366337
17,A6,0.5006201189357594,4830.634344610216,3959.8039444540937
17,A7,0.17456122225338075,312.03352783934224,677.1988365819242
17,A8,0.39295151407088746,1403.368796409111,1864.2868787338014
18,A1,0.5853818183931231,8893.85160416999,8964.064980924588
18,A2,0.614694022181087,5921.077958244537,6538.824054489754
18,A3,0.5949963405182106,1020.4251599166103,5444.076131652119
18,A4,0.6231672879374243,13112.413020263188,7770.404440478869
18,A5,0.15166949309989228,543.6850917893909,814.4566307367579
18,A6,0.5016304835205606,4849.295253552849,3976.42097979094
18,A7,0.17700640519756305,317.43942870104615,685.4288567392065
18,A8,0.39443215305311813,1413.6936464816192,1878.2050883069924
19,A1,0.5855108899996766,8898.151688587888,8968.88261138414
19,A2,0.6159526682998518,5991.064828152958,6599.3081290663
19,A3,0.5957374515097598,1022.1252017556884,5471.225418341493
19,A4,0.6240674348810222,13106.147611633434,7742.482727218025
19,A5,0.1521794910186166,535.5566622699163,814.0034318271461
19,A6,0.5007616498668264,4845.833527054063,3971.901810654507
19,A7,0.1740624805225008,305.84216836647926,672.7621384164155
19,A8,0.3922886009036684,1398.6317321121685,1862.7871530245714
20,A1,0.5857399268798833,8908.038362342542,8979.388132774871
20,A2,0.61554346209428,5898.002138855821,6505.8172884914475
20,A3,0.5948036599028408,1028.810480037843,5473.272282530721
20,A4,0.6226369607386147,13105.548864541968,7742.180823651011
20,A5,0.15295914889693787,541.4598080560426,821.8407621066002
20,A6,0.5016156480785616,4832.81948032668,3968.227301453544
20,A7,0.17519346910862182,312.29004693748254,676.926469500107
20,A8,0.38987341770316564,1378.908527676164,1838.2246482662435
21,A1,0.5853647019041118,8915.816843049699,8986.869647659536
21,A2,0.6153441979960976,5951.391573722576,6560.042939061835
21,A3,0.5960223472749054,1018.6566944949847,5456.5963761910925
21,A4,0.6236290864484736,13130.967609138526,7773.6790229517055
21,A5,0.15238784264079816,535.2154530194625,815.9299967217592
21,A6,0.5014541072195903,4843.4667803553175,3975.0870623317737
21,A7,0.17413152824232256,311.3273274921067,675.8735900835037
21,A8,0.39406117168382127,1397.0509760428579,1859.8146223143285
22,A1,0.586112672425834,8935.439781578472,9004.2517250299
22,A2,0.6164053006193803,5980.831089579584,6593.9304327782975
22,A3,0.5957359467488836,1026.353902329431,5458.604756126025
22,A4,0.6244173796801147,13138.923053499147,7791.218533028422
22,A5,0.1532135266717963,541.1981161809558,815.8530066930231
22,A6,0.5010937794664206,4844.105520246435,3961.484948477686
22,A7,0.17347984958018567,307.8323655650427,676.2091572027917
22,A8,0.39510505699624243,1408.708070321208,1881.8393399641297
23,A1,0.5852433876946592,8944.009873865532,9015.165118829656
23,A2,0.6151138450754658,5947.534429009633,6562.197448367335
23,A3,0.5952428224558609,1022.4711792077921,5447.935951557026
23,A4,0.6230538143113192,13143.58027492615,7796.10230659284
23,A5,0.15221453941562688,537.1173987155246,814.1364866943195
23,A6,0.5010314241173492,4817.91525115033,3947.1926066131696
23,A7,0.17361698792244604,307.876110932792,675.0656584654498
23,A8,0.3930193631751343,1398.1628977754199,1860.871838463373
24,A1,0.5854488793189445,8922.158661486304,8993.07396580939
24,A2,0.6171054273751237,5957.6660354138485,6565.320484729142
24,A3,0.5969464422870702,1015.712076343718,5468.436803754187
24,A4,0.6251682197462038,13222.334438063455,7853.863512607615
24,A5,0.15151100603717407,533.257029607939,811.963943442175
24,A6,0.5019677767456199,4834.736964996163,3965.899066353779
24,A7,0.1753034697594092,311.44328305115005,678.2782805524258
24,A8,0.3949786099761688,1410.8909985052758,1871.3634302191401
25,A1,0.5853020229053227,8920.84536098289,8990.575480937961
25,A2,0.6159626481740177,5957.072995194774,6562.969041429438
25,A3,0.595158377654529,1028.0866788774729,5474.661296057833
25,A4,0.6239661997326635,13182.321433387115,7820.141819037894
25,A5,0.15222871671883387,535.3811690966048,817.8154235771111
25,A6,0.5015616727416738,4850.183858209693,3975.0477884201377
25,A7,0.1753364756465014,314.7284104865118,681.1496805642688
25,A8,0.3922301787792281,1408.1889894234225,1874.4483656338434
26,A1,0.5858658826613026,8933.431273071255,9001.298133717393
26,A2,0.614428359633938,5932.851891209128,6556.398491174144
26,A3,0.5948956364862076,1019.1310813518963,5454.804788333271
26,A4,0.6238361868353318,13100.520274125112,7746.623763750921
26,A5,0.15039593264358062,536.3126439492518,806.1925795600524
26,A6,0.5007357467478935,4813.135016827864,3942.3174007739276
26,A7,0.1743192891354399,312.21050803450805,677.8908194631565
26,A8,0.39399163601601467,1397.9170442859886,1859.9837560821375
27,A1,0.5857563782868241,8929.108894846553,8999.418612589532
27,A2,0.6150927645096705,5914.641129499631,6520.068253151733
27,A3,0.5980867721241835,1023.5713847054222,5475.211664348694
27,A4,0.6265399563345404,13190.37882987709,7829.182471278051
27,A5,0.1514695035719378,540.393928160132,816.5524818120624
27,A6,0.5013396716217414,4822.041511070072,3951.2140647790943
27,A7,0.17537099069041256,314.70775094872727,677.6286751389665
27,A8,0.3956429020740853,1406.8843364620568,1872.4515424715478
28,A1,0.585844376443427,8900.292321306824,8969.056029314406
28,A2,0.6169083837456588,6002.268403869696,6616.408841052074
28,A3,0.5940934542342716,1014.4385235044535,5444.388725555957
28,A4,0.6226231970457976,13157.050808878343,7807.9952759654425
28,A5,0.1523474603696766,537.8970939631655,816.3201412945126
28,A6,0.5014718253651692,4832.401385765332,3961.4469549747278
28,A7,0.17306309179415388,308.60885691774325,673.5063861530273
28,A8,0.3918077525552551,1382.4132252836578,1846.2482651790694
29,A1,0.5860420550889917,8899.437460086367,8971.09200795686
29,A2,0.6161132067350301,5986.023096601375,6598.009538022943
29,A3,0.5953751259292133,1019.4425566424104,5495.526622489608
29,A4,0.6236517836694047,13141.446279749578,7747.775514870537
29,A5,0.15135171407704667,535.5320677786059,811.764830485672
29,A6,0.5010467313404141,4813.852741869956,3948.151609400776
29,A7,0.17398783322254965,311.08860246070674,674.3398148822065
29,A8,0.3918452467465335,1396.254098564593,1856.4169656449917
30,A1,0.5859846950565805,8933.164100427159,9001.980045099659
30,A2,0.6161628680485799,5969.518915566564,6585.031446684215
30,A3,0.593906983264981,1017.2629701848507,5439.031421314073
30,A4,0.6219149870246086,13119.856587158083,7783.583970543666
30,A5,0.15021255393641905,533.4613082107712,806.9336107518258
30,A6,0.5020846756192447,4851.506589372044,3971.8118310181817
30,A7,0.1728570059498564,309.3380092216548,672.1718251227204
30,A8,0.395979304416887,1412.5790039793933,1886.1433335861761
31,A1,0.5861638734241881,8956.03710355591,9023.245130518228
31,A2,0.6145516256936338,5902.154365956401,6521.682178621028
31,A3,0.5953040697292994,1015.818626573597,5445.178805463242
31,A4,0.6233626881301559,13168.190496799329,7816.504188876469
31,A5,0.15098023769424324,539.4461406129963,815.7488124966114
31,A6,0.5012016223432965,4846.800345905907,3969.3034114820193
31,A7,0.1759716536565226,315.93310772430806,681.0238982018486
31,A8,0.39403075759211303,1402.4535935486,1874.1473550176038
32,A1,0.5863937953017619,8972.126149094807,9040.590632646823
32,A2,0.616231367449878,5958.038849619803,6568.114657835736
32,A3,0.5949386519707066,1018.5908123034693,5434.367560438123
32,A4,0.6235198353105794,13121.02545484964,7793.077752201511
32,A5,0.1522684321317582,541.3650160774997,817.1513635577221
32,A6,0.5012501269591563,4807.797452066219,3938.547207554243
32,A7,0.17408788681946674,310.0382299662623,675.917247536246
32,A8,0.39526139938924504,1411.5909090117489,1872.8064512190435
33,A1,0.5856977015692183,8960.44091945728,9031.532226644822
33,A2,0.6177121143563338,5994.401893395987,6600.3182906888005
33,A3,0.5941165235102619,1019.2043217285938,5443.174373250856
33,A4,0.6224875820912955,13097.438205717517,7765.605394759933
33,A5,0.15135431418260564,535.6378030663683,809.3184778988148
33,A6,0.5010343878992515,4827.192959785606,3946.2335525415297
33,A7,0.17282655781286194,306.2785625669403,670.4393729501036
33,A8,0.392429929741413,1381.5759169367714,1855.5488939202044
34,A1,0.5855937951522324,8888.065175170022,8957.48881026922
34,A2,0.61531734186097,5931.981945692773,6543.1716642693245
34,A3,0.594938871924579,1011.7185245286091,5500.631796167939
34,A4,0.6238006941746088,13155.349153396399,7750.318229881345
34,A5,0.1518209846300827,540.0643009463412,816.5121606204316
34,A6,0.5007856819783282,4843.938751099064,3977.7780965736156
34,A7,0.17399087816517064,306.5986692264831,674.301645796656
34,A8,0.3930480699207006,1405.1280593939775,1862.642175875137
35,A1,0.5858714513323305,8940.493072489806,9009.070407258248
35,A2,0.6162114506727424,5978.138719441434,6588.001552088442
35,A3,0.5961091916116265,1022.0081154344039,5474.1420495557495
35,A4,0.6241825460712324,13183.981244803192,7821.527569838903
35,A5,0.1520443744184155,536.1094728564975,811.4071004188868
35,A6,0.5014742427495242,4828.92352475573,3956.3595471804897
35,A7,0.17586466254994218,314.28888676809885,681.0096348190197
35,A8,0.3928790185838333,1394.5315415088783,1856.956716898301
36,A1,0.5863051302050195,8932.301817471638,9003.511378713936
36,A2,0.615797666923571,5959.395051432388,6570.593858503819
36,A3,0.5969589456892851,1007.0647155954707,5464.278897279292
36,A4,0.6254741444115117,13180.637706427446,7808.717005830428
36,A5,0.15099745785808968,538.8426704537217,813.0547784820579
36,A6,0.5005608123767814,4836.01846101298,3967.295237696597
36,A7,0.17451534715438344,311.082012787999,677.0318868229318
36,A8,0.39365086509537456,1411.1274935927224,1871.9868854453025
37,A1,0.585768972891854,8953.588307685503,9022.597820930774
37,A2,0.6154107689785666,5929.020053503665,6541.238071260245
37,A3,0.5967303008860557,1021.5321868313881,5480.2962109175605
37,A4,0.6244147181341061,13147.601445783523,7775.855667133605
37,A5,0.15018263106466237,534.3609727173846,809.1461195825071
37,A6,0.5014511203962358,4846.809899137519,3976.9329615922393
37,A7,0.174699971568499,313.0205402606526,678.2797270055029
37,A8,0.3917787021666889,1390.509729042611,1852.0965565398087
38,A1,0.5865993392878357,8880.069093357422,8951.571002553675
38,A2,0.6155094600339692,5958.236514479146,6561.928156862808
38,A3,0.5950924064252436,1018.8210852865484,5476.025867237886
38,A4,0.6235849941489087,13153.818412029497,7779.902610244418
38,A5,0.15323794238271007,538.5063035093214,822.5849865740341
38,A6,0.500830793896704,4855.769839920736,3988.7095055146965
38,A7,0.17411784243803688,309.826553201491,672.5141008667895
38,A8,0.39315562879993227,1398.7851249067342,1860.5966968365894
39,A1,0.5859216010729239,8936.085090198238,9006.447392830736
39,A2,0.6158512611716652,5976.589088672633,6595.627300153671
39,A3,0.5952942049338144,1018.3295385391121,5432.711842352757
39,A4,0.6242061988121574,13166.378225825429,7826.656763160132
39,A5,0.1523873126920116,542.3892652295525,820.3984166339554
39,A6,0.5010633957944721,4836.61024561434,3966.837506275797
39,A7,0.17401004206928686,310.1892942133742,676.0798501095992
39,A8,0.39428578645921364,1405.3320004501284,1867.1436772261552
40,A1,0.5858728357476782,8935.735166274217,9003.32326085031
40,A2,0.6159479349343207,5936.250514806063,6560.533441257535
40,A3,0.595151399740989,1015.9973976357466,5458.755501602398
40,A4,0.6236649230800131,13148.443122961742,7784.032529608307
40,A5,0.15033108827125236,534.3904172962401,807.7052543010527
40,A6,0.5001073396005665,4829.11741602725,3958.870088566665
40,A7,0.17555257292150156,316.35360879005583,680.4507719084822
40,A8,0.3922447087391492,1399.3068876034015,1861.9236832999702
41,A1,0.5860480680069406,8867.252585702887,8940.107096811706
41,A2,0.6156802178937976,5957.338716415397,6572.590671975301
41,A3,0.5956212929453439,1017.3677738892088,5474.451556032409
41,A4,0.6237178791595333,13127.391529406994,7752.006454658026
41,A5,0.15206435753604497,539.9201742168303,812.7755149479237
41,A6,0.5003789765951461,4823.419775517515,3955.2859606206844
41,A7,0.17407326001261259,309.74592573529475,672.7007003116682
41,A8,0.3937165560531281,1394.8602215879891,1857.378747114395
42,A1,0.5849636255221923,8982.377580403563,9050.073773545537
42,A2,0.6158667420186683,5968.4560107249035,6573.201662004896
42,A3,0.5964055559598778,1013.2297498863704,5461.618029255407
42,A4,0.6239910655232558,13137.52161557887,7779.7188218404035
42,A5,0.151534435888557,534.9998521066445,813.6986695447604
42,A6,0.5006883796992742,4856.250521753915,3981.7108966780634
42,A7,0.1759960671680034,318.12461826613674,682.5011629889159
42,A8,0.39310469721824015,1403.1328710553546,1871.569803917775
43,A1,0.585055482982043,8855.506460598652,8926.620098880367
43,A2,0.6152846056613539,5958.2924632034255,6571.622000027008
43,A3,0.5947466675595475,1020.2134939685509,5448.555921598085
43,A4,0.6230081622851207,13153.262536294837,7803.798149369946
43,A5,0.15205015067037939,534.1281099648434,812.8326724940584
43,A6,0.5011510341097045,4833.469676787658,3958.3418237240576
43,A7,0.17427725421155701,312.2876612101497,678.8541765783441
43,A8,0.3921044585995591,1388.6153674042812,1855.1509267605295
44,A1,0.5855785402389786,8912.638019442846,8983.837484384028
44,A2,0.6151518407076269,5966.494623289456,6571.239839202541
44,A3,0.5946289250839681,1005.0890374854716,5458.466573558706
44,A4,0.6230345804452956,13144.242634537313,7776.624165519845
44,A5,0.1515325431908347,537.1480596203777,817.8887722252921
44,A6,0.5014121334895874,4825.070102039185,3943.9615586009227
44,A7,0.17484987834449778,313.77967385814094,675.9865513208568
44,A8,0.39384244343035657,1389.4067470800842,1865.8639525406836
45,A1,0.5852940699351245,9009.646655332657,9079.967256102584
45,A2,0.6161950055495903,5960.062836335722,6571.700726101323
45,A3,0.5950643606886181,1011.6396336234062,5450.835190212033
45,A4,0.6231813407839354,13135.745530513295,7778.976150686558
45,A5,0.15276745655450855,537.7602854789658,815.8163199602811
45,A6,0.5013204553803047,4842.31758643615,3964.4940952874513
45,A7,0.17472591169183718,310.75815211551924,675.5879905881067
45,A8,0.3913862730765692,1388.8475748492212,1859.4005257465992
46,A1,0.5856592694124735,8907.883963173412,8978.532477730823
46,A2,0.6161862462143746,5951.586015899596,6562.774238132286
46,A3,0.5947097363299502,1016.1494375496869,5464.250367104133
46,A4,0.6224107433446038,13118.622381019919,7756.095055513753
46,A5,0.1501431402725821,533.3765704021348,808.2429418968532
46,A6,0.5015728817069162,4843.349027206943,3968.3214815795864
46,A7,0.17519593866423455,314.3166298531195,679.647632022203
46,A8,0.39294974381182546,1404.3777215892705,1871.797552714444
47,A1,0.5851448331661144,8929.754111139522,8996.724045758096
47,A2,0.6161741924961027,6005.030624783993,6617.766006306505
47,A3,0.5962146403295573,1020.2494222876611,5469.055483015282
47,A4,0.6239770812854651,13152.069248718253,7789.964395172402
47,A5,0.1509854655361573,536.6451726308743,813.1115229263669
47,A6,0.5008053638514384,4808.877633121891,3943.893327998875
47,A7,0.1751886334066594,312.5172843745918,675.9524610343854
47,A8,0.39166029056162444,1399.7301231437034,1858.406377988578
48,A1,0.5856213759851941,8934.635333946972,9003.107982434876
48,A2,0.6154218589847367,5971.677762101028,6584.946246065752
48,A3,0.5940138436130707,1013.4668272475807,5419.595973061141
48,A4,0.6219905938089242,13133.575936659754,7808.137743220187
48,A5,0.1520486440781462,535.9400772301758,815.404706760217
48,A6,0.5008677985743595,4826.4474175450105,3958.091105335125
48,A7,0.1735427283986656,307.8978934674836,672.7349473988277
48,A8,0.3936877092821702,1407.0492539027002,1868.671797824581
49,A1,0.5855598598546954,8964.733760832565,9033.329711761244
49,A2,0.6164004119159491,5976.584603815513,6583.483936411157
49,A3,0.5947323167192162,1020.3783214949118,5476.249934530673
49,A4,0.6225892227475153,13096.569126795594,7726.809784216952
49,A5,0.15211150679047533,538.6469836357709,818.7262841089652
49,A6,0.5014836489962552,4821.188310079704,3948.209910561388
49,A7,0.17331301816049488,310.53907341949423,673.3300082454168
49,A8,0.3911786302092671,1385.8454605582313,1854.346070795989
50,A1,0.5856360460961876,8947.630098366617,9016.73464413532
50,A2,0.6152001912917645,5948.441392762488,6559.716251812172
50,A3,0.5943163044471867,1020.6621314417333,5436.072619271846
50,A4,0.6225384109409363,13167.539008004725,7841.139501630672
50,A5,0.1507256401290489,537.2067341367774,809.9922406737728
50,A6,0.5005866252009646,4821.624552099199,3956.6018338577837
50,A7,0.17499555337538847,314.07528716452845,678.666728468236
50,A8,0.3946414476282788,1398.990196478991,1857.2455806052558
51,A1,0.5860658467300689,8920.257024472794,8988.799387839708
51,A2,0.61513722547631,5980.3594014779665,6579.66349361286
51,A3,0.5948173337560806,1025.1719397840557,5460.525503567655
51,A4,0.6223292245593519,13084.730811288344,7743.909690953009
51,A5,0.15183564843116687,536.1913095290296,815.1288226581108
51,A6,0.5014844964151439,4855.575963581965,3988.239951835353
51,A7,0.1739259602676103,309.2832142485802,670.7317276982907
51,A8,0.3924750618740948,1390.4255718828072,1854.9966581005565
52,A1,0.5862396246579417,8940.834018486492,9010.346212705912
52,A2,0.6158016026959976,5947.4728588854305,6564.694653566835
52,A3,0.5944541008551555,1017.2496311391458,5443.535483672484
52,A4,0.6237594648769386,13079.073118358363,7733.729926749311
52,A5,0.1523255315495443,538.5102740698997,812.3712357356802
52,A6,0.5008005177917576,4830.087233707989,3961.6341233030175
52,A7,0.17474008583575296,312.39674371891124,676.3031935056551
52,A8,0.39164989144566753,1392.572190363435,1855.5812394907707
53,A1,0.5849867806992026,8925.458418924085,8997.711958895768
53,A2,0.6143211589495287,5932.53355741845,6547.953971687529
53,A3,0.594817805546292,1020.5677732814994,5461.349770077937
53,A4,0.6231049705463294,13108.165223352476,7748.612951978282
53,A5,0.15065852312994518,534.4988057490625,809.286075802708
53,A6,0.5013253567082114,4824.200316999833,3952.90837227706
53,A7,0.1739160319878229,315.05916598062396,675.0513378807156
53,A8,0.3936278619589152,1405.62234617497,1873.2311692810028
54,A1,0.5854252762651635,8935.178685103527,9004.44458938573
54,A2,0.6159646873659449,5941.895158903288,6555.899763248284
54,A3,0.5966101267554581,1017.6903840383156,5488.1579810158855
54,A4,0.625044193987805,13220.658433825485,7835.729348936967
54,A5,0.15087623354559165,538.6715820362007,811.8137873813173
54,A6,0.5006603365460209,4803.693769968024,3936.0065594244015
54,A7,0.17346676794976293,306.82692431977534,670.5882441005308
54,A8,0.39458197653355936,1412.2661571626622,1874.240821864158
55,A1,0.5857588885698514,8950.437164573977,9019.417468400456
55,A2,0.6153141722838473,5936.885801029974,6561.518262396601
55,A3,0.5958266548639132,1017.8386499569399,5471.970099089558
55,A4,0.6243851173790744,13146.0320921578,7770.303561456779
55,A5,0.15119446033801262,541.2338161265317,811.9045059998305
55,A6,0.5010426831575293,4845.831738402549,3968.173276602818
55,A7,0.17476136945589207,310.90972813702695,677.6240422963932
55,A8,0.39220330344382165,1387.4101844533704,1855.6679585957324
56,A1,0.5847617708561852,8955.379240108561,9026.440646039246
56,A2,0.6158953187047844,5925.690890360689,6538.239121182342
56,A3,0.595063870549812,1011.5530090574714,5423.088157804491
56,A4,0.6237691431250821,13117.512307982197,7791.401934140408
56,A5,0.15165010940079585,538.2334113568737,812.4610197839862
56,A6,0.5013876196626065,4841.484813864983,3977.149839517256
56,A7,0.17340339964170243,308.09252162858786,671.2605781732897
56,A8,0.39286877214510413,1404.9876911564643,1862.89258887481
57,A1,0.5853050335890635,8917.509220846921,8988.264710531826
57,A2,0.6153608218184223,5961.905511594243,6570.886168995724
57,A3,0.595089212841281,1015.1243086763591,5451.864594305503
57,A4,0.6237762956798721,13141.896934870647,7793.680796686812
57,A5,0.151449023713425,537.3517726802619,811.9806060252012
57,A6,0.5008014987548159,4831.8525418534555,3957.6952800827967
57,A7,0.17457515077715802,312.94230332184094,677.5691222338347
57,A8,0.3943562458211928,1404.7543549628513,1871.3956699448825
58,A1,0.585157287838776,8939.726652494828,9010.628234338683
58,A2,0.6157635229969629,5953.173427570027,6563.048243511382
58,A3,0.5956268402881593,1013.4244997232804,5435.582761987543
